name,proto,anim,tang,gender,possessable,posr,unique,count,size,tags,precomp,complements,inflections,prohibitions,disabled
finish line,border,,,,,,,,,,,,,,
road,,0,2,,1,,0,TRUE,8,"path, fixed, site",,,,,
train track,road,,,,,,,,,,,,,number:sg,
chimney,,0,2,,1,,0,TRUE,"6,7","vertical, passage, structure",,,,,
tunnel,,0,2,,2,,0,TRUE,"7,8","passage, structure",,,,,
hallway,tunnel,,,,,,,,,,,,,,
hill,,0,2,,1,,0,TRUE,8,"prominence, incline",,,,,
mountain,hill,,,,,,,,9,,,,,,
valley,,0,2,,0,,0,TRUE,"8,9,10","depression, path",,,,,
ravine,valley,,,,,,,,8,depression,,,,,
canyon,valley,,,,,,,,"9,10",depression,,,,,
ditch,,0,2,,0,,0,TRUE,7,depression,,,,,
wilderness,forest,,,,,,,FALSE,"9,10,11",,,,,,
hole,,0,1,,0,,0,TRUE,,passage,,,,,
path,road,,,,,,,,"6,7",,,,,,
trail,road,,,,,,,,"6,7",,,,,,
water,,0,2,,3,,0,FALSE,0,liquid,,,,,
milk,water,,,,,,,,,,,,,,
beer,water,,,,,,,,,,,,,,
oil,water,,,,,,,,,,,,,,
juice,water,,,,,,,,,,,,,,
paint,water,,,,,,,,,,,,,,
blood,water,,,,,,,,,,,,,,
lava,water,,,,,,,,,,,,,,
drain,chimney,,,,,,,,"3,4,5,6","-, vertical, passage, fixed",,,,,
pipe,,0,2,,4,,0,TRUE,"3,4,5,6","passage, vessel",,,,,
sewer,tunnel,,,,,,,,,bodyOfWater,,,,,
mine shaft,drain,,,,,,,,"7,8",,,,,,
cliff,,0,2,,0,,0,TRUE,"8,9","edge, vertical, surface, land",,,,,
table,,0,2,,0,,0,TRUE,6,"elevated, surface, table",,,,,
desk,table,,,,,,,,6,,,,,,
counter,table,,,,,,,,,,,,,,
trampoline,,0,2,,0,,0,TRUE,6,"elevated, surface, structure",,,,,
pool,,0,2,,0,,0,TRUE,7,bodyOfWater,,,,,
pond,pool,,,,,,,,,,,,,,
puddle,pool,,,,,,,,"5,6,7","grounded, obstacle",,,,,
robot,,"1,2,3",2,,4,,0,TRUE,"5,6,7","person,machine",,,,,
hipster,person,,,,,,,,,,,,,,
coast,,0,2,,0,,0,TRUE,9,"site, perimeter",,,,,
shore,coast,,,,,,,,,,,,,,
tightrope,bridge,,,,,,,,,,,,,,
English Channel,lake,,,,,,1,FALSE,10,bodyOfWater,,,,,
room,,0,1,,6,,0,TRUE,7,"void, area, container",,,,,
kitchen,room,,,,,,,,,,,,,,
bedroom,room,,,,,,,,,,,,,,
classroom,room,,,,,,,,,,,,,,
garage,room,,,,,,,,,,,,,,
basement,room,,,,,,,,,,,,,,
attic,room,,,,,,,,,,,,,,
office,room,,,,,,,,,,,,,,
office,house,,,,,,,,,,,,,,
swamp,forest,,,,,,,,,bodyOfWater,,,,,
stage,,0,2,,0,,0,TRUE,7,"structure, surface",,,,,
cave,tunnel,,,,,,,,,,,,,,
well,tunnel,,,,,,,,,vertical,,,,,
rope,,,,,,,,,,,,,,,TRUE
mud,dirt,,,,,,,,,"semisolid, liquid, obstacle, grounded, -",,,,,
quicksand,mud,,,,,,,,,,,,,,
top,,0,1,,0,,1,FALSE,,"position, point",,(88 of NP{tags:container|incline|prominence|path&vertical|bodyOfWater;number:noun.number}),,,
bottom,top,,,,,,,,,bottom,,,,,
front,top,,,,,,,,,,,(88 of NP{anim:<1.5;tags:creature|structure|vehicle & !position&!line;number:noun.number}),,,
back,front,,,,,,,,,,,,,,
end,top,,,,,,,,,,,(95 of NP{tags:path;number:sg}),,,
dump truck,truck,,,,,,,,,,,,,,
helicopter,airplane,,,,,,,,,"airVehicle, motorVehicle, -",,,,,
hovercraft,boat,,,,,,,,,groundVehicle,,,,,
phone,device,,,,,,,,,,,,,,
camera,phone,,,,,,,,,,,,,,
gun,phone,,,,,,,,,,,,,,
blow dryer,phone,,,,,,,,,machine,,,,,
ship,boat,,,,,,,,,,,,,,
canoe,boat1,,,,,,,,,,,,,,
SUV,car,,,,,,,,,,,,,,
Hummer,car,,,,,,,,,,,,,,
Cadillac,car,,,,,,,,,,,,,,
yacht,boat,,,,,,,,,,,,,,
barge,boat,,,,,,,,,,,,,,
jeep,car,,,,,,,,,,,,,,
jumbo jet,airplane,,,,,,,,,,,,,,
X-wing,airplane,,,,,,,,,,,,,,
fish,,1,2,,4,,0,TRUE,"4,5",waterAnimal,,,pl: fish,,
jelly fish,fish,,,,,,,,,,,,pl: jelly fish,,
pirhana,fish,,,,,,,,4,,,,,,
orca,whale,,,,,,,,7,,,,,,
whale,fish,2,,,,,,,"7,8",,,,,,
walrus,whale,,,,,,,,,,,,,,
dolphin,whale,,,,,,,,6,,,,,,
manatee,whale,,,,,,,,6.5,,,,,,
bird,dog,,,,,,,,"4,5",airAnimal,,,,,
eagle,bird,,,,,,,,"5,6",,,,,,
owl,bird,,,,,,,,5,,,,,,
egret,bird,,,,,,,,5,,,,,,
woodpecker,bird,,,,,,,,,,,,,,
crow,bird,,,,,,,,,,,,,,
flamingo,bird,,,,,,,,,,,,,,
duck,bird,,,,,,,,,,,,,,
goose,bird,,,,,,,,,,,,pl: geese,,
chicken,dog,,,,,,,,5,,,,,,
ostrich,dog,,,,,,,,6,,,,,,
armadillo,dog,,,,,,,,,,,,,,
fox,dog,,,,,,,,,,,,,,
panda,dog,,,,,,,,,,,,,,
moose,cow,,,,,,,,,,,,pl: moose,,
horse,cow,,,,,,,,,,,,,,
pony,cow,,,,,,,,,,,,,,
hyena,dog,,,,,,,,,,,,,,
cougar,dog,,,,,,,,,,,,,,
aardvark,dog,,,,,,,,,,,,,,
jackelope,dog,,,,,,,,5,,,,,,
antelope,dog,,,,,,,,6,,,,,,
rabbit,dog,,,,,,,,5,,,,,,
badger,dog,,,,,,,,5,,,,,,
dinosaur,dog,,,,,,,,"6,7,8",,,,,,
ferret,dog,,,,,,,,5,,,,,,
mouse,dog,,,,,,,,4,,,,pl: mice,,
frog,dog,,,,,,,,4,waterAnimal,,,,,
newt,frog,,,,,,,,4,,,,,,
lobster,frog,,,,,,,,4,,,,,,
squirrel,dog,,,,,,,,4,,,,,,
pig,dog,,,,,,,,"5,6,6.5",,,,,,
kangaroo,dog,,,,,,,,"5,6",,,,,,
monkey,dog,,,,,,,,,,,,,,
giraffe,dog,,,,,,,,7,,,,,,
elephant,dog,,,,,,,,7,,,,,,
mongoose,dog,,,,,,,,,,,,,,
zebra,dog,,,,,,,,,,,,,,
poodle,dog,,,,,,,,,,,,,,
worm,bug,,,,,,,,3,,,,,,
termite,bug,,,,,,,,,,,,,,
ant,bug,,,,,,,,,,,,,,
caterpillar,bug,,,,,,,,,,,,,,
spider,bug,,,,,,,,,,,,,,
left-wing radical,human,,,,,,,,,,,,,,
right-wing extremist,human,,,,,,,,,,,,,,
fundamentalist,human,,,,,,,,,,,,,,
hippie,human,,,,,,,,,,,,,,
environmentalist,human,,,,,,,,,,,,,,
pacifist,human,,,,,,,,,,,,,,
terrorist,human,,,,,,,,,,,,,,
fascist,human,,,,,,,,,,,,,,
feminist,human,,,,,,,,,,,,,,
mobster,human,,,,,,,,,,,,,,
guru,human,,,,,,,,,,,,,,
maid,human,,,,,,,,,,,,,,
nurse,human,,,,,,,,,,,,,,
milkman,human,,,,,,,,,,,,pl:milkmen,,
astronaut,human,,,,,,,,,,,,,,
drug dealer,human,,,,,,,,,,,,,,
hobo,human,,,,,,,,,,,,,,
troll,human,,,,,,,,,,,,,,
police officer,human,,,,,,,,,,,,,,
CEO,human,,,,,,,,,,,(70 of NP{tags:organization}),,,
butler,human,,,,,,,,,,,,,,
mechanic,human,,,,,,,,,,,,,,
cable guy,human,,,,,,,,,,,,,,
tech support,human,,,,,,2,FALSE,,"-, collective",,,,,
tech support1,dancing,,,,,,,,,,,,,,
Batman,Jack,,,,,,,,,"-,person,fullname",--,,,,
The Hulk,Batman,,,,,,,,,,,,,,
Turd Ferguson,Batman,,,,,,,,,,,,,,
Zaphod Beeblebrox,Batman,,,,,,,,,,,,,,
Slartibartfast,Batman,,,,,,,,,,,,,,
River Tam,Cinderella,,,,,,,,,,,,,,
Malcolm Reynolds,Batman,,,,,,,,,,,,,,
Mr. Darcy,Batman,,,,,,,,,,,,,,
Scarlett,Sally,,,,,,,,,,,,,,
Hermione,Sally,,,,,,,,,,,,,,
Dorothy,Sally,,,,,,,,,,,,,,
Sarah Connor,Cinderella,,,,,,,,,,,,,,
Wonder Woman,Cinderella,,,,,,,,,,,,,,
Sauron,Batman,,,,,,,,,,,,,,
Smaug,Batman,,,,,,,,8,airAnimal,,,,,
Dread Pirate Roberts,Batman,,,,,,1,,,,,,,,
Mr. Rogers,Batman,,,,,,,,,,,,,,
Kermit the Frog,Batman,,,,,,,,,,,,,,
Miss Piggy,Cinderella,,,,,,,,,,,,,,
Celine Dion,Cinderella,,,,,,,,,,,,,,
Cruella Deville,Cinderella,,,,,,,,,,,,,,
Mary Poppins,Cinderella,,,,,,,,,,,,,,
Spartacus,Batman,,,,,,,,,,,,,,
Ghandi,Batman,,,,,,,,,,,,,,
Vladimir Putin,Batman,,,,,,,,,,,,,,
Madonna,Cinderella,,,,,,,,,,,,,,
Mother Teresa,Cinderella,,,,,,,,,,,,,,
Eleanor Roosevelt,Cinderella,,,,,,,,,,,,,,
Jane Austen,Cinderella,,,,,,,,,,,,,,
Marie Curie,Cinderella,,,,,,,,,,,,,,
Amelia Earhart,Cinderella,,,,,,,,,,,,,,
Helen Keller,Cinderella,,,,,,,,,,,,,,
Sherlock Holmes,Batman,,,,,,,,,,,,,,
Carmen Sandiego,Cinderella,,,,,,,,,,,,,,
Pocahontas,Cinderella,,,,,,,,,,,,,,
Katniss Everdeen,Cinderella,,,,,,,,,,,,,,
Princess Leia,Cinderella,,,,,,,,,,,,,,
Gandalf,Batman,,,,,,,,,,,,,,
Luke Skywalker,Batman,,,,,,,,,,,,,,
Han Solo,Batman,,,,,,,,,,,,,,
Captain Kirk,Batman,,,,,,,,,,,,,,
Jean Luc Picard,Batman,,,,,,,,,,,,,,
Henry VIII,Batman,,,,,,,,,,,,,,
Archduke Franz Ferdinand,Batman,,,,,,,,,,,,,,
Colonel Mustard,Batman,,,,,,,,,,,,,,
Backstreet Boy,Canuck,,,,,,,,,,,,,,
Lex Luther,Batman,,,,,,,,,,,,,,
Frankenstein,Batman,"2,3",,,,,,,,,,,,,
Harry Potter,Batman,,,,,,,,,,,,,,
Davy Crockett,Batman,,,,,,,,,,,,,,
John Bunyan,Batman,,,,,,,,,,,,,,
Genghis Khan,Batman,,,,,,,,,,,,,,
Moses,Batman,,,,,,,,,,,,,,
Morgan Freeman,Batman,,,,,,,,,,,,,,
Noam Chomsky,Batman,,,,,,,,,,,,,,
bicycle,,0,2,,7,,0,TRUE,6,"nonMotorVehicle, groundVehicle",,,,,
shopping cart,bicycle,,,,,,,,,,,,,,
skateboard,bicycle,,,,,,,,5,,,,,,
can,box,,,,,,,,4,,,,,,
jar,box,,,,,,,,4,,,,,,
bottle,box,,,,,,,,4,,,,,,
bucket,box,,,,,,,,5,,,,,,
vat,box,,,,,,,,"6,7",,,,,,
abyss,void,,,,,,,,"8,9",,,,,,
void,,0,1,,0,,0,TRUE,,void,,,,,
outer space,void,,,,,,2,FALSE,15,,,,,,
Billy,Jack,,,,,,,,,,,,,,
Jedediah,Jack,,,,,,,,,,,,,,
Hamish,Jack,,,,,,,,,,,,,,
Ahmed,Jack,,,,,,,,,,,,,,
Webster,Jack,,,,,,,,,,,,,,
Rufus,Jack,,,,,,,,,,,,,,
Isolde,Sally,,,,,,,,,,,,,,
Sinead,Sally,,,,,,,,,,,,,,
Fatima,Sally,,,,,,,,,,,,,,
Susie,Sally,,,,,,,,,,,,,,
Matilda,Sally,,,,,,,,,,,,,,
Barnabas,Jack,,,,,,,,,,,,,,
Helmut,Jack,,,,,,,,,,,,,,
Abdul,Jack,,,,,,,,,,,,,,
Lawonda,Sally,,,,,,,,,,,,,,
Tyrese,Jack,,,,,,,,,,,,,,
Andre,Jack,,,,,,,,,,,,,,
Confucius,Jack,,,,,,,,,,,,,,
Agnes,Sally,,,,,,,,,,,,,,
Antonio,Jack,,,,,,,,,,,,,,
Bernard,Jack,,,,,,,,,,,,,,
Celeste,Sally,,,,,,,,,,,,,,
Clementine,Sally,,,,,,,,,,,,,,
Cosette,Sally,,,,,,,,,,,,,,
Daphne,Sally,,,,,,,,,,,,,,
Li,Sally,,,,,,,,,,,,,,
Li1,Jack,,,,,,,,,,,,,,
Meilin,Sally,,,,,,,,,,,,,,
Yuming,Sally,,,,,,,,,,,,,,
Huojin,Jack,,,,,,,,,,,,,,
Zihao,Jack,,,,,,,,,,,,,,
Fumiko,Sally,,,,,,,,,,,,,,
Suki,Sally,,,,,,,,,,,,,,
Takeo,Jack,,,,,,,,,,,,,,
Akira,Jack,,,,,,,,,,,,,,
Kibwe,Jack,,,,,,,,,,,,,,
Najuma,Sally,,,,,,,,,,,,,,
Edgar,Jack,,,,,,,,,,,,,,
Ernesto,Jack,,,,,,,,,,,,,,
Julio,Jack,,,,,,,,,,,,,,
Ferdinand,Jack,,,,,,,,,,,,,,
Gaston,Jack,,,,,,,,,,,,,,
Gerald,Jack,,,,,,,,,,,,,,
Gustav,Jack,,,,,,,,,,,,,,
Gwendoline,Sally,,,,,,,,,,,,,,
Lucille,Sally,,,,,,,,,,,,,,
Martha,Sally,,,,,,,,,,,,,,
Oliver,Jack,,,,,,,,,,,,,,
Philbert,Jack,,,,,,,,,,,,,,
Sebastian,Jack,,,,,,,,,,,,,,
Sybil,Sally,,,,,,,,,,,,,,
Sir Lancelot,Batman,,,,,,,,,,,,,,
Robin Hood,Batman,,,,,,,,,,,,,,
Winnie the Pooh,Batman,,,,,,,,,,,,,,
Zeus,Batman,,,,,,,,,,,,,,
Zoë,Sally,,,,,,,,,,,,,,
Victoria,Sally,,,,,,,,,,,,,,
Astrid,Sally,,,,,,,,,,,,,,
Cecilia,Sally,,,,,,,,,,,,,,
Eckhart,Jack,,,,,,,,,,,,,,
Dietrich,Jack,,,,,,,,,,,,,,
Edith,Sally,,,,,,,,,,,,,,
Eugene,Jack,,,,,,,,,,,,,,
Felix,Jack,,,,,,,,,,,,,,
Gunther,Jack,,,,,,,,,,,,,,
Gretchen,Sally,,,,,,,,,,,,,,
Phyllis,Sally,,,,,,,,,,,,,,
Salome,Sally,,,,,,,,,,,,,,
Tatiana,Sally,,,,,,,,,,,,,,
Wilma,Sally,,,,,,,,,,,,,,
Boris,Jack,,,,,,,,,,,,,,
Igor,Sally,,,,,,,,,,,,,,
Nikolai,Jack,,,,,,,,,,,,,,
Oxana,Sally,,,,,,,,,,,,,,
Rudolf,Jack,,,,,,,,,,,,,,
Anastasia,Sally,,,,,,,,,,,,,,
Basil,Jack,,,,,,,,,,,,,,
Mandeep,Jack,,,,,,,,,,,,,,
Mario,Jack,,,,,,,,,,,,,,
Luigi,Jack,,,,,,,,,,,,,,
Mika,Jack,,,,,,,,,,,,,,
Teemu,Jack,,,,,,,,,,,,,,
Sami,Jack,,,,,,,,,,,,,,
Jarkko,Jack,,,,,,,,,,,,,,
Riita,Sally,,,,,,,,,,,,,,
Helena,Sally,,,,,,,,,,,,,,
Sven,Jack,,,,,,,,,,,,,,
Hildur,Sally,,,,,,,,,,,,,,
Freja,Sally,,,,,,,,,,,,,,
Heidi,Sally,,,,,,,,,,,,,,
Natalia,Sally,,,,,,,,,,,,,,
Renata,Sally,,,,,,,,,,,,,,
Stella,Sally,,,,,,,,,,,,,,
Surinder,Sally,,,,,,,,,,,,,,
Esperanza,Sally,,,,,,,,,,,,,,
Otto,Jack,,,,,,,,,,,,,,
Gideon,Jack,,,,,,,,,,,,,,
Casper,Jack,,,,,,,,,,,,,,
Joaquin,Jack,,,,,,,,,,,,,,
Leopold,Jack,,,,,,,,,,,,,,
Malcolm,Jack,,,,,,,,,,,,,,
Rudyard,Jack,,,,,,,,,,,,,,
Xavier,Jack,,,,,,,,,,,,,,
Delilah,Sally,,,,,,,,,,,,,,
Esmeralda,Sally,,,,,,,,,,,,,,
Myrtle,Sally,,,,,,,,,,,,,,
Muriel,Sally,,,,,,,,,,,,,,
Virginia,Sally,,,,,,,,,,,,,,
Sharmila,Sally,,,,,,,,,,,,,,
Pipi,Sally,,,,,,,,,,,,,,
Siosi,Jack,,,,,,,,,,,,,,
Paora,Jack,,,,,,,,,,,,,,
Pavan,Sally,,,,,,,,,,,,,,
Nirmal,Sally,,,,,,,,,,,,,,
rock climbing,dancing,,,,,,,,,,,,,,
quilting,dancing,,,,,,,,,,,,,,
pottery,dancing,,,,,,,,,,,,,,
scrapbooking,dancing,,,,,,,,,,,,,,
wood carving,dancing,,,,,,,,,,,,,,
taxidermy,dancing,,,,,,,,,,,,,,
snowboarding,dancing,,,,,,,,,,,,,,
surfing,dancing,,,,,,,,,,,,,,
aerobics,dancing,,,,,,,,,,,,,,
karate,dancing,,,,,,,,,,,,,,
kung fu,dancing,,,,,,,,,,,,,,
bird-watching,dancing,,,,,,,,,,,,,,
shopping,dancing,,,,,,,,,,,,,,
World of Warcraft,chess,,,,,,,,,,,,,,
Dungeons and Dragons,chess,,,,,,,,,,,,,,
chess,dancing,,,,,,,,,"game, -",,,,,
poker,chess,,,,,,,,,,,,,,
Monopoly,chess,,,,,,,,,,,,,,
soccer,chess,,,,,,,,,sport,,,,,
football,soccer,,,,,,,,,,,,,,
hockey,soccer,,,,,,,,,,,,,,
basketball,soccer,,,,,,,,,,,,,,
cricket,soccer,,,,,,,,,,,,,,
tennis,soccer,,,,,,,,,,,,,,
rugby,soccer,,,,,,,,,,,,,,
game,,0,0,,3,,0,TRUE,0,contest,(DP{tags:sport}),,,,
competition,game,,,,,,,,,,--,,,,
tournament,game,,,,,,,,,,(DP{tags:game}),,,,
match,game,,,,,,,,,,DP{tags:sport},,,,
contest,game,,,,,,,,,,(45 DP{tags:game|activity} |25 ACTIVE_STUFF),,,,
Olympic,game,,,,,,1,TRUE,,,((_Winter|_Summer)),,,number:sg,
opera,concert,,,,,,,,,,,,,,
dance,party,,,,,,,,,,,,,,
festival,party,,,,,,,,,,,,,,
inquisition,party,,,,,,,,,undertaking,,,,,
debate,party,,,,,,,,,contest,,,,,
rave,party,,,,,,,,,,,,,,
circus,party,,,,,,,,,,,,,,
thesis defense,party,,,,,,,,,,,,,,
seminar,party,,,,,,,,,,,,,,
conference,party,,,,,,,,,,,,,,
jam session,party,,,,,,,,,,,,,,
bowling,dancing,,,,,,,,,,,,,,
archery,dancing,,,,,,,,,,,,,,
astrology,dancing,,,,,,,,,,,,,,
gardening,dancing,,,,,,,,,,,,,,
beekeeping,dancing,,,,,,,,,,,,,,
science,politics,0,0,,0,,2,FALSE,0,fieldOfStudy,,,,,
religion,politics,,,,,,,,,,,,,,
origami,politics,,,,,,,,,,,,,,
politics,,0,0,,0,,2,FALSE,0,enterprise,,,,,
warfare,politics,,,,,,,,,,,,,,
diplomacy,politics,,,,,,,,,,,,,,
terrorism,politics,,,,,,,,,,,,,,
marketing,politics,,,,,,,,,business,,,,,
astrology,politics,,,,,,,,,,,,,,
alchemy,politics,,,,,,,,,,,,,,
physics,science,,,,,,,,,,,,,,
chemistry,science,,,,,,,,,,,,,,
healthcare,politics,,,,,,,,,,,,,,
crime,politics,,,,,,,,,,,,,,
snot,poop,,,,,,,,,,,,,,
poop,dirt,,,,,,,,,"semisolid, -",,,,,
sludge,mud,,,,,,,,,,,,,,
Play-Doh,dirt,,,,,,,,,,,,,,
jello,dirt,,,,,,,,,food,,,,,
pudding,jello,,,,,,,,,liquid,,,,,
applesauce,jello,,,,,,,,,,,,,,
peanut butter,jello,,,,,,,,,,,,,,
porridge,jello,,,,,,,,,,,,,,
mashed potato,jello,,,,,,,TRUE,,,,,pl: mashed potatoes,number:sg,
rice,dirt,,,,,,,,,food,,,,,
salad,rice,,,,,,,,,,,,,,
granola,rice,,,,,,,,,,,,,,
butter,jello,,,,,,,,,,,,,,
cheese,,0,0,,5,,0,FALSE,0,"food, solid",,,,,
marmalade,jello,,,,,,,,,,,,,,
Vegemite,jello,,,,,,,,,,,,,,
Nutella,jello,,,,,,,,,,,,,,
marble,ball,,,,,,,,3,,,,,,
snowball,ball,,,,,,,,,,,,,,
chocolate,cheese,,,,,,,,,,,,,,
sugar,sand,,,,,,,,,food,,,,,
salt,sugar,,,,,,,,,,,,,,
snow,dirt,,,,,,,,,"obstacle, grounded",,,,,
debris,garbage,,,,,,,,,,,,,,
hammer,,0,2,,9,tags: person,0,TRUE,4,instrument,,,,,
shovel,hammer,,,,,,,,5,,,,,,
farming implement,hammer,,,,,,,,"4,5",,,,,,
chainsaw,hammer,,,,,,,,5,machine,,,,,
screwdriver,hammer,,,,,,,,,,,,,,
stethoscope,hammer,,,,,,,,,,,,,,
trumpet,hammer,,,,,,,,,musicalInstrument,,,,,
banjo,trumpet,,,,,,,,,,,,,,
guitar,trumpet,,,,,,,,,,,,,,
piano,trumpet,,,,,,,,"6,7",table,,,,,
flute,trumpet,,,,,,,,,,,,,,
drum,trumpet,,,,,,,,,,,,,,
synthesizer,trumpet,,,,,,,,,,,,,,
song,,0,0,,6,tags: person,0,TRUE,0,song,,,,,
music,song,,,,3,,,FALSE,,,((rock|elevator|country|electronic|classical|baroque)),,,,
melody,song,,,,1,,,,,,,,,,
tune,song,,,,0,,,,,,,,,,
ballad,song,,,,,,,,,,,,,,
sonata,song,,,,,,,,,,,,,,
jig,song,,,,,,,,,,,,,,
anthem,song,,,,,,,,,,,,,,
blue,song,,,,0,,1,,,,,,,number:sg,
jazz,music,,,,0,,,,,,--,,,,
dubstep,jazz,,,,0,,,,,,,,,,
rock'n'roll,jazz,,,,0,,,,,,,,,,
klezmer,jazz,,,,0,,,,,,,,,,
hip hop,jazz,,,,0,,,,,,,,,,
K-pop,jazz,,,,0,,,,,,,,,,
Hey Jude,The Iliad,,,,,,,,,"song, -",,,,,
Moonlight Sonata,Hey Jude,,,,,,,,,,,,,,
Happy Birthday,Hey Jude,,,,,,,,,,,,,,
Hotel California,Hey Jude,,,,,,,,,,,,,,
Amazing Grace,Hey Jude,,,,,,,,,,,,,,
Beethoven's Fifth Symphony,Hey Jude,,,,,,,,,,,,,,
The Ride of the Valkyries,Hey Jude,,,,,,,,,,,,,,
Jingle Bells,Hey Jude,,,,,,,,,,,,,,
Silent Night,Hey Jude,,,,,,,,,,,,,,
Smith,Jack,,,,,,,,,"-, person, lastname",TITLE{unpack:noun.tags-gender},,,,
Chan,Smith,,,,,,,,,,,,,,
Johnson,Smith,,,,,,,,,,,,,,
Williams,Smith,,,,,,,,,,,,,,
Brown,Smith,,,,,,,,,,,,,,
Jones,Smith,,,,,,,,,,,,,,
Miller,Smith,,,,,,,,,,,,,,
Davis,Smith,,,,,,,,,,,,,,
Garcia,Smith,,,,,,,,,,,,,,
Rodriguez,Smith,,,,,,,,,,,,,,
Wilson,Smith,,,,,,,,,,,,,,
Martinez,Smith,,,,,,,,,,,,,,
Anderson,Smith,,,,,,,,,,,,,,
Taylor,Smith,,,,,,,,,,,,,,
Thomas,Smith,,,,,,,,,,,,,,
Moore,Smith,,,,,,,,,,,,,,
Martin,Smith,,,,,,,,,,,,,,
Jackson,Smith,,,,,,,,,,,,,,
Thompson,Smith,,,,,,,,,,,,,,
White,Smith,,,,,,,,,,,,,,
Lopez,Smith,,,,,,,,,,,,,,
Lee,Smith,,,,,,,,,,,,,,
Gonzalez,Smith,,,,,,,,,,,,,,
Harris,Smith,,,,,,,,,,,,,,
Clark,Smith,,,,,,,,,,,,,,
Lewis,Smith,,,,,,,,,,,,,,
Robinson,Smith,,,,,,,,,,,,,,
Walker,Smith,,,,,,,,,,,,,,
Chavez,Smith,,,,,,,,,,,,,,
McDonald,Smith,,,,,,,,,,,,,,
Washington,Smith,,,,,,,,,,,,,,
Simpson,Smith,,,,,,,,,,,,,,
Dixon,Smith,,,,,,,,,,,,,,
Schmidt,Smith,,,,,,,,,,,,,,
Spencer,Smith,,,,,,,,,,,,,,
Cunningham,Smith,,,,,,,,,,,,,,
Armstrong,Smith,,,,,,,,,,,,,,
McCoy,Smith,,,,,,,,,,,,,,
Chen,Smith,,,,,,,,,,,,,,
Chan,Smith,,,,,,,,,,,,,,
Li,Smith,,,,,,,,,,,,,,
Schultz,Smith,,,,,,,,,,,,,,
Walters,Smith,,,,,,,,,,,,,,
Walsh,Smith,,,,,,,,,,,,,,
Schneider,Smith,,,,,,,,,,,,,,
Newman,Smith,,,,,,,,,,,,,,
Wong,Smith,,,,,,,,,,,,,,
Hopkins,Smith,,,,,,,,,,,,,,
Stanley,Smith,,,,,,,,,,,,,,
Bates,Smith,,,,,,,,,,,,,,
Diaz,Smith,,,,,,,,,,,,,,
Watson,Smith,,,,,,,,,,,,,,
Bennett,Smith,,,,,,,,,,,,,,
Hughes,Smith,,,,,,,,,,,,,,
Myers,Smith,,,,,,,,,,,,,,
Foster,Smith,,,,,,,,,,,,,,
Sanders,Smith,,,,,,,,,,,,,,
Powell,Smith,,,,,,,,,,,,,,
Sullivan,Smith,,,,,,,,,,,,,,
Russell,Smith,,,,,,,,,,,,,,
Young,Smith,,,,,,,,,,,,,,
Allen,Smith,,,,,,,,,,,,,,
Wright,Smith,,,,,,,,,,,,,,
King,Smith,,,,,,,,,,,,,,
Scott,Smith,,,,,,,,,,,,,,
Green,Smith,,,,,,,,,,,,,,
Baker,Smith,,,,,,,,,,,,,,
Adams,Smith,,,,,,,,,,,,,,
Nelson,Smith,,,,,,,,,,,,,,
Campbell,Smith,,,,,,,,,,,,,,
Roberts,Smith,,,,,,,,,,,,,,
Carter,Smith,,,,,,,,,,,,,,
Phillips,Smith,,,,,,,,,,,,,,
Turner,Smith,,,,,,,,,,,,,,
Parker,Smith,,,,,,,,,,,,,,
Collins,Smith,,,,,,,,,,,,,,
Edwards,Smith,,,,,,,,,,,,,,
Stewart,Smith,,,,,,,,,,,,,,
Morris,Smith,,,,,,,,,,,,,,
Nguyen,Smith,,,,,,,,,,,,,,
Murphy,Smith,,,,,,,,,,,,,,
Cook,Smith,,,,,,,,,,,,,,
Rogers,Smith,,,,,,,,,,,,,,
Cooper,Smith,,,,,,,,,,,,,,
Moreau,Smith,,,,,,,,,,,,,,
Laurent,Smith,,,,,,,,,,,,,,
Dubois,Smith,,,,,,,,,,,,,,
Fontaine,Smith,,,,,,,,,,,,,,
Leroux,Smith,,,,,,,,,,,,,,
Azikewe,Smith,,,,,,,,,,,,,,
Obasanjo,Smith,,,,,,,,,,,,,,
Horowitz,Smith,,,,,,,,,,,,,,
Kaufman,Smith,,,,,,,,,,,,,,
Krakowski,Smith,,,,,,,,,,,,,,
Rosenberg,Smith,,,,,,,,,,,,,,
Hashimoto,Smith,,,,,,,,,,,,,,
Suzuki,Smith,,,,,,,,,,,,,,
Tanaka,Smith,,,,,,,,,,,,,,
Watanabe,Smith,,,,,,,,,,,,,,
Ito,Smith,,,,,,,,,,,,,,
Russo,Smith,,,,,,,,,,,,,,
Mancini,Smith,,,,,,,,,,,,,,
De Luca,Smith,,,,,,,,,,,,,,
Costa,Smith,,,,,,,,,,,,,,
Lombardi,Smith,,,,,,,,,,,,,,
Ivanov,Smith,,,,,,,,,,,,,,
Fedorov ,Smith,,,,,,,,,,,,,,
Saarinen,Smith,,,,,,,,,,,,,,
Makinen,Smith,,,,,,,,,,,,,,
Papadopoulos ,Smith,,,,,,,,,,,,,,
O'Brien,Smith,,,,,,,,,,,,,,
De Jong,Smith,,,,,,,,,,,,,,
Janssen,Smith,,,,,,,,,,,,,,
Van Dijk,Smith,,,,,,,,,,,,,,
Singh,Smith,,,,,,,,,,,,,,
Kapoor,Smith,,,,,,,,,,,,,,
